date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
3/23/2016 2:10,40,0,22.26,38.76,19.5,42.2,22.39,37.93333333,20.89,37.03,20.39,43.09,5.593333333,64.56333333,20,37.2,22.85666667,43.03,19.79,40.96666667,5.35E+00,755.8833333,95,2,60.33333333,4.55E+00,5.235032993,5.235032993
3/23/2016 2:20,30,0,22.2,38.7,19.5,42.26,22.39,38,20.89,37,20.39,43.0675,5.333333333,65.23,20,37.2,22.79,43.03,19.79,41,5.30E+00,755.8666667,95,2,58.66666667,4.50E+00,34.60733289,34.60733289
3/23/2016 2:30,20,0,22.2,38.7,19.39,42.23,22.39,38,20.89,37,20.39,42.93333333,5.09,66.46,19.89,37.2,22.79,43.15666667,19.79,41.06,5.25E+00,755.85,95,2,57,4.45E+00,44.58435362,44.58435362
3/23/2016 2:40,40,0,22.2,38.7,19.32333333,42.23,22.35666667,38,20.85666667,36.96666667,20.39,42.9,5.1925,67.45,19.96333333,37.26,22.79,43.43,19.79,41.09,5.20E+00,755.8333333,95,2,55.33333333,4.40E+00,36.87094385,36.87094385
3/23/2016 2:50,40,0,22.16666667,38.7,19.29,42.32666667,22.29,38,20.79,36.9,20.39,42.82666667,5.433333333,68.06,20,37.4,22.79,43.73,19.79,41.16333333,5.15E+00,755.8166667,95,2,53.66666667,4.35E+00,16.58037956,16.58037956
3/23/2016 3:00,60,0,22.1,38.7,19.29,42.4,22.29,38,20.79,36.9,20.39,42.79,5.5,68.09,20,37.4,22.79,43.93,19.79,41.23,5.10E+00,755.8,95,2,52,4.30E+00,31.14236543,31.14236543
3/23/2016 3:10,60,0,22.1,38.7,19.2,42.29,22.29,38,20.79,36.9,20.32333333,42.73,5.5,68.03,20,37.43333333,22.7,44.06666667,19.79,41.29,5.08E+00,755.8,95,2,50.33333333,4.30E+00,38.26766416,38.26766416
3/23/2016 3:20,50,0,22.03333333,38.62666667,19.2,42.36333333,22.32333333,38.09,20.79,36.9,20.32333333,42.7,5.59,67.86666667,20,37.63333333,22.7,44.2,19.79,41.4,5.07E+00,755.8,95,2,48.66666667,4.30E+00,3.882365895,3.882365895
3/23/2016 3:30,40,0,22,38.62666667,19.16666667,42.4,22.39,38.09,20.79,36.9,20.39,42.62666667,5.59,67.66,20,37.7,22.7,44.2,19.79,41.4,5.05E+00,755.8,95,2,47,4.30E+00,32.53344226,32.53344226
3/23/2016 3:40,60,0,22,38.7,19.15,42.475,22.29,38.09,20.79,36.9,20.29,42.59,5.59,67.43333333,20,37.7,22.7,44.2,19.79,41.43333333,5.03E+00,755.8,95,2,45.33333333,4.30E+00,19.76153447,19.76153447
3/23/2016 3:50,40,0,22,38.62666667,19.1,42.5,22.29,38.03,20.73,36.9,20.29,42.59,5.59,67.16,20,37.7,22.7,44.23,19.79,41.5,5.02E+00,755.8,95,2,43.66666667,4.30E+00,39.05627376,39.05627376
3/23/2016 4:00,50,0,21.9175,38.7,19.1,42.5,22.39,38.09,20.7,36.9,20.29,42.59,5.59,67.09,20,37.76,22.63333333,44.23,19.79,41.5,5.00E+00,755.8,95,2,42,4.30E+00,31.34231919,31.34231919
3/23/2016 4:10,50,0,21.89,38.7,19.03333333,42.5,22.39,38.09,20.7,36.9,20.29,42.53,5.59,67.09,20,37.79,22.6,44.29,19.79,41.5,5.03E+00,755.8,95,2,40.66666667,4.33E+00,0.764770899,0.764770899
3/23/2016 4:20,50,0,21.89,38.7,19.1,42.5,22.39,38.09,20.7,36.9,20.29,42.5,5.59,66.96666667,20,37.73,22.6,44.29,19.79,41.5,5.07E+00,755.8,95,2,39.33333333,4.37E+00,45.83740266,45.83740266
3/23/2016 4:30,60,0,21.82333333,38.62666667,19.03333333,42.43333333,22.39,38.09,20.7,36.9,20.29,42.43333333,5.59,66.83333333,20,37.7,22.6,44.29,19.79,41.53,5.10E+00,755.8,95,2,38,4.40E+00,6.668137596,6.668137596
3/23/2016 4:40,60,0,21.79,38.7,19,42.43333333,22.39,38.12666667,20.66666667,36.86333333,20.2,42.29,5.59,67.06333333,20,37.7,22.6,44.29,19.79,41.59,5.13E+00,755.8,95,2,36.66666667,4.43E+00,3.995937086,3.995937086
3/23/2016 4:50,50,0,21.79,38.7,19,42.5,22.39,38.2,20.65,36.845,20.2,42.29,5.59,67.33,20,37.7,22.6,44.2,19.79,41.59,5.17E+00,755.8,95,2,35.33333333,4.47E+00,10.98380447,10.98380447
3/23/2016 5:00,50,0,21.79,38.7,18.89,42.53,22.39,38.2,20.6,36.79,20.2,42.29,5.59,67.4,20,37.7,22.5,44.09,19.79,41.66333333,5.20E+00,755.8,95,2,34,4.50E+00,0.356274028,0.356274028
3/23/2016 5:10,50,0,21.79,38.7,18.89,42.53,22.39,38.2,20.6,36.79,20.2,42.2,5.656666667,67.4,20,37.7,22.5,44.09,19.79,41.7,5.22E+00,755.8,95,2,33.83333333,4.52E+00,41.08228437,41.08228437
3/23/2016 5:20,40,0,21.76,38.76,18.96333333,42.5,22.39,38.2,20.6,36.79,20.2,42.2,5.69,67.4,20,37.7,22.5,44.06,19.79,41.7,5.23E+00,755.8,95,2,33.66666667,4.53E+00,5.697563849,5.697563849
3/23/2016 5:30,50,0,21.7,38.76,18.89,42.56,22.39,38.2,20.6,36.79,20.2,42.2,5.69,67.325,20,37.76,22.5,44,19.79,41.7,5.25E+00,755.8,95,2,33.5,4.55E+00,15.64849718,15.64849718
3/23/2016 5:40,50,0,21.7,38.73,18.89,42.59,22.39,38.2,20.6,36.79,20.2,42.2,5.763333333,67.3,20.06666667,38.09,22.46333333,43.86333333,19.79,41.76,5.27E+00,755.8,95,2,33.33333333,4.57E+00,4.544029047,4.544029047
3/23/2016 5:50,60,0,21.7,38.79,18.89,42.59,22.39,38.23,20.56666667,36.79,20.2,42.12666667,5.726666667,67.33333333,20,38.09,22.39,43.73,19.79,41.79,5.28E+00,755.8,95,2,33.16666667,4.58E+00,48.63564414,48.63564414
3/23/2016 6:00,60,0,21.7,38.79,18.79,42.56,22.39,38.23,20.56666667,36.79,20.2,42.09,5.8,67.46666667,20.1,38.26,22.46333333,43.76,19.79,41.86333333,5.30E+00,755.8,95,2,33,4.60E+00,42.63370681,42.63370681
3/23/2016 6:10,80,0,21.63333333,38.79,18.79,42.56,22.39,38.2,20.5,36.82666667,20.2,42.16333333,5.8,67.59,20.03333333,38.12666667,22.39,43.76,19.82333333,41.93333333,5.30E+00,755.85,95.33333333,2,32.66666667,4.63E+00,24.94966495,24.94966495
3/23/2016 6:20,40,0,21.6,39.06666667,18.79,42.76666667,22.39,38.12666667,20.5,36.9,20.1,42.86666667,5.8,67.65666667,20.06666667,37.96666667,22.39,43.79,19.82333333,41.93333333,5.30E+00,755.9,95.66666667,2,32.33333333,4.67E+00,13.72018489,13.72018489
3/23/2016 6:30,290,10,21.6,39.4,18.79,43.02666667,22.29,38.06,20.5,36.9,20.03333333,43.4,5.763333333,67.72666667,20,37.96666667,22.39,43.79,19.79,41.9,5.30E+00,755.95,96,2,32,4.70E+00,14.5856951,14.5856951
3/23/2016 6:40,130,0,21.6,39.46666667,18.76,43.32666667,22.29,38,20.5,36.9,20,44,5.763333333,67.8,20.03333333,38.03,22.32333333,43.79,19.79,41.9,5.30E+00,756,96.33333333,2,31.66666667,4.73E+00,2.680512017,2.680512017
3/23/2016 6:50,330,0,21.6,39.4,18.745,43.475,22.29,37.96666667,20.5,36.9,20,44.4,5.726666667,67.93333333,20.1,38.22333333,22.39,43.79,19.82333333,42.03,5.30E+00,756.05,96.66666667,2,31.33333333,4.77E+00,48.52274499,48.52274499
3/23/2016 7:00,80,0,21.6,39.4,18.7,43.56,22.23,37.9,20.5,36.9,20,44.86,5.726666667,68,20.1,38.69333333,22.29,43.9,19.82333333,41.96333333,5.30E+00,756.1,97,2,31,4.80E+00,28.85050342,28.85050342
3/23/2016 7:10,280,0,21.525,39.475,18.7,43.65666667,22.2,37.86333333,20.46333333,36.86333333,19.9175,45.15,5.8,68.12333333,20.16666667,38.82666667,22.35666667,44.02666667,19.85666667,42.13333333,5.38E+00,756.1,97,2.166666667,33.5,4.88E+00,24.90532029,24.90532029
3/23/2016 7:20,150,0,21.5,39.7,18.7,43.79,22.2,37.79,20.46333333,36.86333333,19.89,44.69666667,5.8,68.19,20.16666667,38.66333333,22.29,43.83333333,19.79,41.925,5.47E+00,756.1,97,2.333333333,36,4.97E+00,34.14687372,34.14687372
3/23/2016 7:30,60,0,21.6,40,18.7,43.93333333,22.1,37.9,20.5,36.93333333,19.96333333,44.09666667,5.833333333,68.3,20.1,38.59,22.29,43.42666667,19.79,41.82666667,5.55E+00,756.1,97,2.5,38.5,5.05E+00,27.47644542,27.47644542
3/23/2016 7:40,70,0,21.53333333,40,18.7,44.06,22.1,37.9,20.42666667,36.93333333,20,43.83333333,5.966666667,68.3,20.1,38.33333333,22.26,42.86333333,19.79,41.7,5.63E+00,756.1,97,2.666666667,41,5.13E+00,24.44733051,24.44733051
3/23/2016 7:50,50,0,21.5,40.03,18.7,44.06,22.1,37.9,20.39,36.9,20,43.62666667,6.123333333,68.53,20.1,37.9975,22.2,42.46333333,19.79,41.62666667,5.72E+00,756.1,97,2.833333333,43.5,5.22E+00,28.87523425,28.87523425
3/23/2016 8:00,110,0,21.5,40.03,18.76,44,22.1,37.9,20.39,36.9,20,43.46666667,6.263333333,68.73,20.1,37.73,22.16666667,42.16333333,19.79,41.56,5.80E+00,756.1,97,3,46,5.30E+00,41.9859072,41.9859072
3/23/2016 8:10,410,0,21.5,39.96666667,18.79,43.96666667,22.1,37.9,20.39,36.96666667,20,43.32666667,6.333333333,68.75666667,20.1,37.46666667,22.1,41.9975,19.79,41.43333333,5.92E+00,756.1166667,96.33333333,2.833333333,48.16666667,5.33E+00,2.809743106,2.809743106
3/23/2016 8:20,160,0,21.5,39.9,18.79,43.9,22.1,37.96666667,20.59666667,37.43333333,20,43.2,6.4975,69.165,20.1,37.32666667,22.1,41.76666667,19.79,41.36333333,6.03E+00,756.1333333,95.66666667,2.666666667,50.33333333,5.37E+00,39.97856806,39.97856806
3/23/2016 8:30,70,0,21.5,39.9,18.82333333,43.82666667,22.1,37.9,20.99666667,37.5,20,43.12666667,6.656666667,69.12333333,20.1,37.16333333,22.1,41.66333333,19.79,41.23,6.15E+00,756.15,95,2.5,52.5,5.40E+00,17.49835381,17.49835381
3/23/2016 8:40,80,10,21.56666667,39.82666667,18.89,43.9,22.1,38,21.2,37.53,20.13333333,45.36333333,6.866666667,68.73,20.03333333,37.03,22.03333333,41.59,19.76,41.16333333,6.27E+00,756.1666667,94.33333333,2.333333333,54.66666667,5.43E+00,12.02116074,12.02116074
3/23/2016 8:50,60,0,21.6,39.7,18.89,43.82666667,22.1,37.93333333,21.2,37.72333333,20.2,47.9425,7.06,68.53,20.1,36.96666667,22.06666667,41.7,19.76,41.09,6.38E+00,756.1833333,93.66666667,2.166666667,56.83333333,5.47E+00,23.27010633,23.27010633
3/23/2016 9:00,100,0,21.6,39.76,18.89,43.9,22.1,37.9,21.2,38.03,20.2,47.76666667,7.16,67.62666667,20.03333333,36.82666667,22,41.7,19.79,41,6.50E+00,756.2,93,2,59,5.50E+00,29.02744283,29.02744283
3/23/2016 9:10,80,0,21.6,39.79,18.96333333,44,22.1,37.9,21.2,38.16333333,20.1,47.86,7.366666667,67.29333333,20,36.99666667,22,41.79,19.79,40.93333333,6.65E+00,756.1833333,92.33333333,2.166666667,59.83333333,5.53E+00,12.00213446,12.00213446
3/23/2016 9:20,60,10,21.6,39.79,18.96333333,44.06,22.1,37.9,21.2,38.32666667,20.03333333,48.06,7.66,66.63,20.06666667,37.59,22,41.79,19.79,40.86333333,6.80E+00,756.1666667,91.66666667,2.333333333,60.66666667,5.57E+00,9.316214034,9.316214034
3/23/2016 9:30,80,0,21.6,40.03,19.03333333,44.3,22.1,37.9,21.2,38.46666667,20,48.39,7.866666667,65.42333333,20.1,37.46666667,21.89,41.96333333,19.73,40.79,6.95E+00,756.15,91,2.5,61.5,5.60E+00,34.83577683,34.83577683
3/23/2016 9:40,60,0,21.66666667,40.22333333,19.1,44.83333333,22.1,37.93333333,21.2,38.62666667,19.92666667,48.59,8.13,63.36,20.03333333,37.32666667,21.89,42.16333333,19.76,40.76,7.10E+00,756.1333333,90.33333333,2.666666667,62.33333333,5.63E+00,47.31745631,47.31745631
3/23/2016 9:50,60,0,21.7,40.53,19.2,45.32666667,22.1,38,21.2,38.76,19.96333333,48.7,8.323333333,61.5,20,37.16333333,21.89,42.2,19.7,40.7,7.25E+00,756.1166667,89.66666667,2.833333333,63.16666667,5.67E+00,22.59888973,22.59888973
3/23/2016 10:00,80,0,21.7,40.79666667,19.2675,46.0675,22.1,38.09,21.2,39,19.89,48.7,8.756666667,59.29,20,37.03,21.89,42.12666667,19.7,40.66333333,7.40E+00,756.1,89,3,64,5.70E+00,12.30533785,12.30533785
3/23/2016 10:10,100,0,21.7,41.12666667,19.35666667,46.23,22.1,38.16333333,21.2,39.06,19.89,48.66333333,9.03,57.49,20.06666667,36.93,21.89,42.09,19.76,40.59,7.52E+00,756.1166667,88,3.166666667,57.33333333,5.63E+00,9.84997662,9.84997662
3/23/2016 10:20,80,0,21.76,41.2,19.39,46.26333333,22.1,38.23,21.2,39.15666667,19.89,48.59,9.256666667,55.09666667,20,36.79,21.89,42.09,19.7,40.59,7.63E+00,756.1333333,87,3.333333333,50.66666667,5.57E+00,41.00419579,41.00419579
3/23/2016 10:30,110,0,21.745,41.395,19.46333333,46.79,22.16666667,38.36333333,21.2,39.29,19.89,48.59,9.53,53.09666667,20,36.7,21.79,42,19.745,40.5225,7.75E+00,756.15,86,3.5,44,5.50E+00,35.59511697,35.59511697
3/23/2016 10:40,60,0,21.79,41.72666667,19.6,46.26,22.2,38.5,21.2,39.4,19.89,48.59,9.726666667,49.76666667,20,36.62666667,21.79,42,19.7,40.43333333,7.87E+00,756.1666667,85,3.666666667,37.33333333,5.43E+00,22.09489723,22.09489723
3/23/2016 10:50,40,0,21.79,41.93333333,19.6,46.33333333,22.2,38.5,21.2,39.46666667,19.79,48.5,9.666666667,47.96666667,20,36.5,21.79,42,19.73,40.4,7.98E+00,756.1833333,84,3.833333333,30.66666667,5.37E+00,4.244040453,4.244040453
